"time{s}","pos{rev}","velocity{rad/s}","pwm"
8.82,0.7917519386526833,-0.006087595324475247,-8.009993847993746E-5
8.84,0.7917866371532806,0.01090085545671033,1.434323086409254E-4
8.86,0.7917998667696327,0.004156206554192908,5.468692834464352E-5
8.88,0.7918086224366199,0.0027506739084502056,3.619307774276586E-5
8.9,0.7918160820518962,0.0023435072550683114,3.083562177721463E-5
8.92,0.7918226110298029,0.0020511389027168827,2.698866977259056E-5
8.94,0.7918279632547588,0.0016814510601531705,2.212435605464698E-5
8.96,0.7918317213223677,0.0011806317591635876,1.5534628410047205E-5
8.98,0.791833384645884,5.225484939767568E-4,6.875638078641537E-6
9,0.7918323871435546,-3.133745990388169E-4,-4.123349987352855E-6
9.02,0.7918281008499293,-0.0013465788564746071,-1.7718142848350094E-5
9.04,0.791819836719749,-0.002596253066250586,-3.416122455592876E-5
9.06,0.7918068448781185,-0.00408150742233578,-5.370404503073394E-5
9.08,0.7917883147676902,-0.005821405879136237,-7.659744577810838E-5
9.1,0.791763375282992,-0.007834970191229385,-1.0309171304249192E-4
9.12,0.7917310949099046,-0.010141178294676183,-1.3343655650889717E-4
9.14,0.7916904818738754,-0.012758961562905603,-1.6788107319612637E-4
9.16,0.7917308003257565,0.012666415223355447,1.6666335820204534E-4
9.18,0.7917141750845105,-0.005222973576229334,-6.872333652933334E-5
9.2,0.7916765927083524,-0.011806851684270682,-1.5535331163514055E-4
9.22,0.7916242536789632,-0.01644279102249347,-2.1635251345386144E-4
9.24,0.7915573538004641,-0.02101721668188851,-2.765423247616909E-4
9.26,0.7914748406453128,-0.025922272204793893,-3.41082529010446E-4
9.28,0.7914656810453219,-0.002877573204124401,-3.786280531742633E-5
9.3,0.7913916561408966,-0.023255609592526053,-3.059948630595533E-4
9.32,0.7913787165870136,-0.004065080741928305,-5.348790449905664E-5
9.34,0.7912959469794506,-0.026002839106034733,-3.421426198162465E-4
9.36,0.7911803497264569,-0.036315948078002404,-4.77841422078979E-4
9.38,0.7911282698812648,-0.016361365905570847,-2.1528113033645853E-4
